草药名称,成分集合,靶点集合,特征集合,毒性标签
射干,C0363;C0753;C0758;C0759;C0788,T00CXT;T00HDE;T00YMY;T01JSX;T01QB9;T01QLH;T01QZQ;T01Z6D;T02IOG;T02WMA;T02XPT;T04PM9;T05O6O;T05PKX;T06MQM;T06QUL;T06RMZ;T07BRZ;T07TMB;T08DOL;T08JAV;T08Q7W;T08U92;T09H2Z;T09KPZ;T10HL8;T10S5F;T11BI7;T12IEI;T13I7C;T13KGH;T13LU4;T13NLM;T13YN2;T14JSQ;T15VAS;T16A2X;T16IWB;T16KVU;T16OQ5;T16S8T;T16UZ4;T17CZC;T17UP9;T18YXD;T20JZ2;T20W1O;T21CMG;T21DZX;T21YOI;T22IMH;T22J9V;T22OPB;T23OTN;T23P74;T23RWU;T23VMI;T24D36;T24U57;T25NSJ;T26EZU;T26KIE;T26RYP;T27F5B;T27IAF;T27IR2;T27LA6;T28HCY;T28HOM;T28IEO;T28K6X;T28PHS;T28WZ9;T29MD1;T29WP4;T30D9G;T30UDV;T30VNV;T31EJG;T31G6V;T32UXD;T33OPP;T34HYH;T35OPL;T36B1Q;T37ADS;T37G49;T37PX5;T38BR0;T38EXQ;T38G9K;T38K2W;T38WWN;T39FBA;T39M81;T40DIM;T40JMU;T40NB1;T41BXR;T42EAZ;T42HTA;T42XY2;T43BVC;T43LYL;T43N2D;T43SM9;T44BWE;T44LWL;T45G32;T45LZI;T45X9Z;T46NT6;T47HTN;T47MPW;T47WT6;T47YVM;T49ORJ;T49TDM;T50SX0;T50VJF;T50WOV;T51MC7;T53AOE;T53MUA;T53MV1;T53QS9;T53YWQ;T54CIF;T54G8J;T54SZZ;T54X6V;T55IBP;T57L0X;T58J2Y;T58K62;T58XLK;T59EBF;T59IKQ;T62P0D;T62QDU;T63BQU;T63W0D;T64BTV;T64UH1;T64W2K;T65S3S;T67HAF;T67JR8;T67RBZ;T67X1L;T67ZT3;T68DAN;T68NCI;T68SE0;T68XO1;T69ESY;T69NG6;T69VYP;T69XVX;T70B7U;T70EB9;T70HTD;T70LAB;T70SFS;T71GRQ;T71K92;T71ZSO;T72BXP;T72QH0;T73LPO;T74D4Y;T74ETU;T74I49;T74JJN;T74LFK;T74QXI;T75A0Y;T75H3W;T75HMM;T76B0A;T78EMM;T78IOY;T78MBM;T78PK3;T78ZF2;T79KQO;T79WXA;T80GUN;T80R6A;T80TUC;T81I4T;T81KAJ;T82JWE;T83QKS;T83YZD;T84FSA;T84PM0;T84W8G;T85HMF;T85K8L;T85U8U;T86ROZ;T86UJG;T86UXL;T87DEX;T88AJI;T88ER9;T88LSZ;T88QQE;T88TDZ;T89L4V;T90QGN;T90XYZ;T92BZ2;T92EME;T92LK2;T92UWJ;T93SFQ;T93VFT;T93WZG;T94H37;T95GWW;T95IYZ;T95Y0K;T96L4T;T96OOK;T96ZVQ;T97FEF;T97VB6;T98JPP;T99V1T,0;3;8;16;22,"0.0,1.0,0.0,1.0,0.0"
辛夷,C0063;C0064;C0203;C0219;C0447;C0528;C0839;C1218;C1245,T02IOG;T04MBA;T06ADX;T06Q1R;T06VX0;T08Q7W;T09H2Z;T09INZ;T10S5F;T11BI7;T12T4H;T12WTT;T14V3E;T17CZC;T17UP9;T18LX5;T21DZX;T23VMI;T25M2J;T30VNV;T33OPP;T33OSQ;T38OH4;T39M6J;T41TXS;T42D4V;T44KU9;T44LWL;T48J2C;T48TW0;T57HGP;T58J2Y;T60XJI;T64BTV;T66LSN;T67KTV;T69XVX;T70KPE;T70LAB;T71BDH;T77NHP;T79KQO;T80TUC;T83YZD;T84W8G;T88TDZ;T93WZG;T96OOK,2;8;15;16;251,"0.0,1.0,0.0,0.0,0.0"
吴茱萸,C0068;C0187;C0376;C0504,T02QBS;T06RMZ;T08Q7W;T23P74;T23VMI;T24LXT;T25RHJ;T30VNV;T43TK1;T49TDM;T50V79;T53YWQ;T58J2Y;T64BTV;T67KTV;T71K92;T74QXI;T75HMM;T76B0A;T77M4W;T80GUN;T80TUC;T82JWE;T84W8G;T85AXP;T85U8U;T96OOK,12;15;16;138,"0.0,0.0,1.0,0.0,0.0"
榼藤子,C0392;C0447;C0483;C1201;C1218,T04LY5;T04MBA;T06ADX;T06Q1R;T06RMZ;T08U92;T10HL8;T13WH4;T15I0F;T18LX5;T19BO9;T27S6H;T34AW3;T38EQ6;T44BWE;T44LWL;T48J2C;T58XLK;T67JR8;T70KPE;T70LAB;T72BXP;T75B9S;T79WXA;T80TUC;T82ALJ;T83YZD;T85U8U;T86CQC;T86ROZ;T87O4D;T88TDZ,0;1;13;16;110,"0.0,1.0,0.0,0.0,0.0"
蛇床子,C0026;C0154;C0214;C0231;C0271;C0285;C0335;C0487;C0504;C0548;C0590;C0626;C0752;C1173;C1178;C1259,T01E8J;T01QLH;T02IOG;T02QBS;T04H8Y;T05O6O;T05WWN;T06RMZ;T07TMB;T07VV7;T08Q7W;T09INZ;T10HL8;T10S5F;T11GHO;T12BGL;T14ENF;T20IHC;T21Q0D;T22NX4;T23P74;T23VMI;T24LXT;T24YWQ;T26EZU;T29JZ3;T30VNV;T31JL4;T31SX8;T33OPP;T34HYH;T36NQ9;T38T1U;T42EAZ;T43GWF;T46AQJ;T48J1U;T49ORJ;T50SJ8;T50WOV;T51EKP;T53AOE;T53QS9;T53YWQ;T56MD7;T56OUM;T57WWD;T59IKQ;T62F1Y;T64BTV;T64T4I;T64W2K;T67LQK;T67ZT3;T69NG6;T70U24;T71K92;T74JJN;T75H3W;T76QBQ;T77A47;T77M4W;T77OVM;T78ZF2;T79KQO;T79WXA;T80TUC;T80WPU;T82JWE;T83YZD;T84FSA;T85AXP;T85U8U;T87DEX;T88AJI;T88P76;T88QQE;T88TDZ;T92BZ2;T93VFT;T93W1J;T93WZG;T95LIF;T98RXH,1;3;15;20;114,"1.0,0.0,0.0,0.0,0.0"
丁公藤,C0053;C0392;C0393;C1231,T06Q1R;T06RMZ;T10S5F;T12PIB;T20H9F;T22NX4;T25Y64;T29MD1;T36YWU;T38EQ6;T41TXS;T42EAZ;T58J2Y;T62ERY;T64W2K;T70B7U;T71K92;T74LFK;T75B9S;T75H3W;T76AZQ;T79WXA;T80OJF;T83YZD;T85U8U;T91T8I;T93SFQ,0;1;13;16,"0.0,0.0,1.0,1.0,0.0"
仙茅,C0130;C0266;C0658;C0835;C1231,T02QBS;T02U6A;T06RMZ;T12PIB;T13KGH;T22NX4;T23VMI;T25Y64;T29MD1;T42EAZ;T43G0N;T50SX0;T58J2Y;T62ERY;T71K92;T74LFK;T76AZQ;T79WXA;T83YZD;T85AXP;T91T8I,15;16,"0.0,0.0,0.0,1.0,0.0"
地龙,C0064;C0188;C0189;C0190;C0247;C0263;C0285;C0315;C0316;C0416;C0424;C0481;C0504;C0523;C0528;C0548;C0639;C0708,T00EP2;T01E8J;T01P7T;T02DEN;T02DKV;T02DYS;T02H9U;T02P7Q;T02QBS;T02YLA;T03NWF;T03O7G;T04V7K;T04WT7;T05DRQ;T05O6O;T06Q1R;T06RMZ;T07S0E;T07TMB;T07VV7;T08Q7W;T09H2Z;T09KPZ;T10HL8;T10RDU;T12IEI;T12T4H;T13HLX;T14JSX;T14LSK;T15VAS;T16A2X;T16QQC;T16R2S;T17CZC;T17UP9;T18C4B;T18CPB;T18YXD;T19EKF;T19K8W;T19XSL;T20H9F;T21DZX;T21EGX;T21Q0D;T22H7B;T22NX4;T22OPB;T22XGJ;T23A18;T23APZ;T23P74;T23TJV;T23VMI;T23YZF;T24U57;T24YWQ;T25C2G;T25H22;T25M2J;T25NSJ;T26KIE;T27LA6;T28HOM;T30D9G;T30VNV;T31JWV;T31P1D;T32HPO;T32IXS;T33JS5;T33OPP;T34HYH;T34I45;T36B1Q;T36SOV;T37ADS;T37B9N;T37CIB;T37G49;T37JN5;T38CH0;T38K2W;T38WWN;T39FBA;T39M6J;T39YFG;T42EAZ;T42O1D;T43IF3;T43N2D;T43NBB;T43Y5O;T44LWL;T45G32;T47G3X;T47H3O;T48UT8;T48YPL;T49J7I;T49ORJ;T49TDM;T50JSQ;T50SX0;T50V79;T50WOV;T51EKP;T51HY5;T51U9M;T51WGR;T52GFD;T52VL6;T53SLQ;T53YWQ;T54CIF;T54KVP;T54WR0;T56G7O;T56OUM;T56TXY;T57L0X;T58J2Y;T58XLK;T59IKQ;T61DYZ;T62P0D;T63GUB;T63M1G;T63V6Q;T64BTV;T64T6J;T64V6C;T67HYX;T67KTV;T67LRH;T67RBZ;T67ZT3;T68IZC;T68NCI;T68VQD;T69NG6;T69PZ6;T69RXK;T69VYP;T69XVX;T69ZRP;T70HC9;T70HTD;T70SFS;T71K92;T71QVU;T71V6E;T73EVE;T73QZ2;T73WJH;T74JJN;T74WWP;T75B9S;T75EH8;T75HMM;T75OVL;T76B0A;T76C5R;T76QBQ;T76TED;T77FOL;T77M4W;T77PFO;T77W6N;T78ILO;T78IOY;T78KL2;T79WXA;T80GUN;T80OJF;T80TUC;T80WPU;T80XW6;T82JWE;T82RFG;T83F6G;T83QHM;T83YZD;T84G6T;T84Z2I;T85AB0;T85AXP;T85HMF;T85IZ0;T85RZS;T85U8U;T86ROZ;T88AJI;T88BCB;T88TDZ;T89L4V;T90XYZ;T90Z3N;T91F6Z;T91QMA;T93VFT;T94H37;T95IYZ;T95RKQ;T96OOK;T97FEF;T98DNG,0;2;15;20;42;87;270,"0.0,1.0,0.0,0.0,0.0"
干漆,C0150;C0920,T06MQM;T18C4B;T18DUA;T19F7P;T21DZX;T23VMI;T33OPP;T34DZ7;T40MJF;T50SX0;T61SU2;T68R23;T68SE0;T88AJI;T91T8I;T92BZ2;T99XJ1,4;12;15;229,"0.0,0.0,0.0,1.0,0.0"
水蛭,C0031;C0229;C0285;C0291;C0332;C0420;C0471;C0478;C0479;C0550;C0569;C0643;C0863;C1178;C1246,T00RT4;T00T99;T01E8J;T01HJQ;T01QLH;T02JCT;T02WMA;T03CZ8;T05V67;T06VX0;T07VV7;T08Q7W;T09H2Z;T09INZ;T11BI7;T11ZYR;T13KGH;T14DX3;T14ENF;T16A2X;T18VDI;T20RA0;T20VPX;T21CMG;T22H8P;T22J9V;T22NX4;T23P74;T23VMI;T24YWQ;T25RTY;T26KIE;T30D9G;T30VNV;T31EJG;T31MUM;T31SX8;T32UNL;T33OPP;T34HYH;T35QZO;T36NQ9;T37BP1;T37WY2;T38N54;T38T1U;T41BYM;T42EAZ;T43Y5O;T44S1A;T47H3O;T48TW0;T49TDM;T50SJ8;T50WOV;T51EKP;T51WGR;T53AOE;T54VET;T56OUM;T58J2Y;T62KUY;T64BTV;T64UH1;T67KTV;T67ZT3;T68AKE;T68B5V;T68CKY;T68SE0;T68WYW;T69NG6;T69RXK;T70KPE;T71B0A;T71K92;T73LPO;T74JJN;T74P7I;T74QXI;T75EH8;T76AZQ;T76QBQ;T77O2V;T78C6N;T78ZF2;T79WXA;T80GUN;T80TUC;T80WPU;T81I4T;T82JWE;T84W8G;T85CC2;T85U8U;T86J48;T86ROZ;T87DEX;T88AJI;T88LSZ;T88TDZ;T89GCM;T90ADC;T90ORW;T90XYZ;T93VFT;T96OOK;T98QOA;T99XQ3,0;3;4;8;11;22;199;200,"0.0,0.0,1.0,1.0,0.0"
八角莲,C0030;C0285;C0306;C0478;C0505,T07VV7;T09H2Z;T13KGH;T22H8P;T22NX4;T23VMI;T24YWQ;T31MUM;T34HYH;T44LWL;T49TDM;T51EKP;T56OUM;T64UH1;T67LQK;T67ZT3;T69NG6;T71K92;T76QBQ;T79WXA;T80GUN;T80WPU;T88AJI;T97UTI;T99V1T,1;8;15;16,"0.0,0.0,0.0,1.0,0.0"
使君子,C0186;C0258;C0285;C0333;C0478;C0790;C0834;C0863;C1220,T00EP2;T00H7Q;T00T99;T03CZ8;T07VV7;T09GFP;T12PIB;T13KGH;T16A2X;T19XSL;T20RA0;T21CMG;T22H8P;T22NX4;T23P74;T23VMI;T24LXT;T24RSX;T24V8E;T24YWQ;T27U96;T29TYJ;T30D9G;T31MUM;T33OPP;T34HYH;T35QZO;T37WQE;T41BYM;T51EKP;T53RK9;T56OUM;T56TXY;T64UH1;T64W2K;T67ZT3;T69NG6;T70SFS;T71K92;T72U9G;T74QXI;T75H3W;T76QBQ;T80WPU;T81I4T;T82D6U;T84P70;T85CC2;T85U8U;T86UXL;T88AJI;T88TDZ;T90ORW;T92Q77;T95EK6;T98RXH;T99EYH;T99W15,8;20;42;60;125;126,"1.0,1.0,1.0,1.0,1.0"
白果,C0014;C0026;C0046;C0064;C0072;C0073;C0079;C0091;C0095;C0157;C0164;C0189;C0190;C0199;C0219;C0229;C0231;C0240;C0258;C0259;C0263;C0266;C0283;C0285;C0287;C0291;C0298;C0300;C0333;C0343;C0344;C0352;C0354;C0377;C0399;C0416;C0447;C0455;C0457;C0478;C0497;C0510;C0516;C0528;C0709;C0749;C0787;C0793;C0809;C0816;C0891;C0897;C0905;C0914;C0927;C1178;C1187;C1200;C1203;C1209;C1231;C1239;C1241;C1242;C1258,T00CXT;T00EP2;T00H7Q;T00KKS;T00RT4;T00T9M;T00YTT;T01CL0;T01E7W;T01FVG;T01IGB;T01JSX;T01QLH;T02DEN;T02H9U;T02IOG;T02JCT;T02M5I;T02P7Q;T02QBS;T02WMA;T02WX3;T02YLA;T03CZ8;T03G09;T03NWF;T03VS9;T03XRZ;T03YAI;T04H8Y;T04HXV;T04MBA;T04TWI;T04UTZ;T04V7K;T04WT7;T05O6O;T05PKX;T05RAA;T05WU9;T05WWN;T06ADX;T06IYF;T06MQM;T06MXL;T06PVX;T06Q1R;T06RMZ;T06VX0;T06VYG;T07NML;T07S0E;T07TMB;T07VJT;T07VO1;T07VV7;T08DOL;T08Q7W;T08SJX;T08UWG;T09AAD;T09DI4;T09GFP;T09H2Z;T09INZ;T09KPZ;T10HL8;T10I26;T10ICM;T10IWJ;T10S5F;T11BI7;T11GYO;T11OU8;T11ZYR;T12OUN;T12PIB;T12T4H;T13KGH;T13WH4;T14DX3;T14ENF;T14JSQ;T14JSX;T14JZK;T14LSK;T14W2H;T15M1G;T16A2X;T16MRJ;T16MRU;T16OQ5;T16Q09;T16UZ4;T17CNB;T17CZC;T17UP9;T18CUI;T18DUA;T18LX5;T18MOS;T19CUN;T19EKF;T19K8W;T19XSL;T20H9F;T20HY9;T20JZ2;T20RA0;T20TB8;T20TPU;T20VPX;T21DZX;T21Q0D;T21S10;T21UJU;T22H8P;T22I6G;T22IMH;T22J9V;T22NX4;T22OPB;T23APZ;T23KDW;T23LHE;T23P74;T23VMI;T23WMS;T23YZF;T24C0P;T24LXT;T24U57;T24YWQ;T25H22;T25M2J;T25NSJ;T25S1M;T25Y64;T26EZU;T26KIE;T27LA6;T27LTU;T28EY5;T28PHS;T29B10;T29JA7;T29MD1;T29TYJ;T30L86;T30VNV;T30W5B;T31G6V;T31JWV;T31MUM;T31RKU;T31SX8;T31U13;T32ECR;T32HPO;T32PI2;T32R5L;T32UNL;T32W5X;T33OPP;T33OSQ;T34DZ7;T34HYH;T34Y7V;T34Y8V;T35LKG;T35QZO;T36NQ9;T36SOV;T37ADS;T37BP1;T37G49;T37JN5;T37SV3;T37VLU;T37WY2;T38BR0;T38EQ6;T38J3Y;T38JX9;T38K2W;T38N69;T38O11;T38OQ4;T38T1U;T38WWN;T39FBA;T39M6J;T39RV3;T39YFG;T40B7E;T40DIM;T40EUL;T40JZG;T40XWM;T41BXR;T41DXP;T41INV;T41SFE;T41TXS;T42D4V;T42EAZ;T42HHN;T42PUG;T42XY2;T43FA8;T43G0N;T43GWF;T43LYL;T43N2D;T43NBB;T44KU9;T44LWL;T45G32;T46AQJ;T46K2X;T46YMA;T47H3O;T47HTN;T47WT6;T48DAP;T48TW0;T48UT8;T48XM4;T48YPL;T49J7I;T49ORJ;T49PL1;T49TDM;T49XOZ;T50GQE;T50S1H;T50SJ8;T50SX0;T50V79;T50VJF;T50WOV;T51EKP;T51IKV;T51K6D;T51U9M;T51WGR;T52CKD;T52RGZ;T52T5O;T52VL6;T53AOE;T53SLQ;T54CIF;T54G8J;T54N7G;T54OSZ;T54RF5;T54SZZ;T54VET;T54VQA;T54WR0;T54X6V;T55EFK;T55IBP;T56OUM;T56TXY;T57GP2;T57HGP;T57L0X;T58FWN;T58J2Y;T58XLK;T59EAH;T59IKQ;T60B3R;T60GGR;T60KJ1;T60LKM;T60UPF;T60XS5;T61DYZ;T61OY3;T61QXV;T61SU2;T62ERY;T62P0D;T62QDU;T62UOD;T62USB;T62Y4H;T63BQU;T63DP6;T63FF5;T63FNY;T63GUB;T63YAO;T64BPL;T64BTV;T64P00;T64UH1;T64W2K;T64X48;T65JYL;T65S3S;T66BXF;T66S13;T66WWM;T67CB6;T67HAF;T67HYX;T67JME;T67JR8;T67KTV;T67LRH;T67MQU;T67RBZ;T67X1L;T67ZT3;T68AKE;T68B5V;T68BGR;T68CKY;T68DAN;T68EEP;T68HNO;T68IZC;T68OIU;T68SE0;T69DAO;T69ESY;T69H7G;T69NG6;T69RXK;T69XVX;T70HC9;T70HTD;T70KPE;T70LAB;T70U24;T70YKV;T71BDH;T71GRQ;T71K92;T72IYV;T73LPO;T74D4Y;T74ETU;T74I49;T74JJN;T74LFK;T74QXI;T74V1Z;T74WWP;T75B9S;T75EH8;T75H3W;T75HMM;T76AZQ;T76CGR;T76QBQ;T76TED;T77DWZ;T77FOL;T77M4W;T77PFO;T77TY2;T77UWH;T77W6N;T78C6N;T78EXU;T78ILO;T78IOY;T78O6C;T78VUO;T78ZF2;T79KQO;T79UQC;T79WXA;T80DCQ;T80GUN;T80OJF;T80TUC;T80WPU;T80XW6;T81BH5;T81I4T;T81MSV;T82ALJ;T82I7J;T82JWE;T82S6C;T83DDX;T83P5X;T83QHM;T83SXS;T83VW4;T83YZD;T84CEG;T84FSA;T84P70;T84TJB;T84VZG;T84W8G;T85AXP;T85JI5;T85S9Z;T85U8U;T86MX7;T86O9J;T86ROZ;T86UXL;T87AXU;T87DEX;T87DGB;T87QUW;T87UKX;T87WMV;T87WYU;T88AJI;T88B8X;T88BCB;T88LSZ;T88TDZ;T89L4V;T90ADC;T90ORW;T90QV5;T90XYZ;T90ZS8;T91AIW;T91EAB;T91KTQ;T91MKC;T91OUC;T91T8I;T92AMR;T92BZ2;T92HNO;T92Q77;T92UBJ;T92UWJ;T93NTV;T93R42;T93SFQ;T93VFT;T93WZG;T93YV8;T94H37;T94S85;T94VM4;T94YOD;T95A39;T95IYZ;T95K8Q;T96G89;T96OOK;T97ESI;T97FEF;T98DNG;T98FWP;T99ARN;T99XQ3,0;6;11;15;16;26;268;295,"0.0,0.0,0.0,1.0,0.0"
青鱼胆,C0090;C0114;C0482;C1241,T02GD4;T02IOG;T02OOS;T02P7Q;T02QBS;T02WMA;T03CZ8;T03TJ0;T04H8Y;T06MXL;T06RMZ;T06VX0;T08B2M;T08Q7W;T09H2Z;T10HL8;T11R4S;T16A2X;T16UZ4;T17CNB;T17CZC;T20IHC;T21DZX;T21Q0D;T21T2E;T22OPB;T23P74;T23VMI;T24G2P;T24U57;T25H22;T26EZU;T26KIE;T26TBJ;T28HOM;T28PHS;T30D9G;T30KQB;T31VDH;T32ECR;T32EIL;T32SPJ;T33OPP;T33UEM;T34HYH;T36SOV;T40G6B;T40JZG;T40LTN;T42EAZ;T42XY2;T44LWL;T47MPW;T49TDM;T49XOZ;T50E9D;T50V79;T50WOV;T53AOE;T54G8J;T56MD7;T56TXY;T58J2Y;T59IKQ;T63BQU;T63GUB;T64F54;T64UH1;T68SE0;T70HTD;T70SFS;T71B0A;T74JJN;T78ZF2;T79KQO;T79WXA;T80GUN;T80U0C;T81BH5;T82ALJ;T82JWE;T83YZD;T84VZG;T85U8U;T87CV3;T88TDZ;T89GFN;T92LEW;T93SFQ;T94H37;T96ABY;T97FEF;T97KL5,3;4;22;35;237;238,"0.0,1.0,1.0,1.0,0.0"
半边莲,C0026;C0027;C0119;C0149;C0199;C0231;C0233;C0285;C0291;C0352;C0391;C0416;C0420;C0528;C0551;C0709;C0914;C1178;C1218;C1239;C1248,T00CXT;T00EP2;T00H7Q;T00KKS;T00T9M;T01CL0;T01E7W;T01FVG;T01IGB;T01QLH;T02IOG;T02M5I;T02QBS;T02WMA;T03CZ8;T03VS9;T03XRZ;T03YAI;T04H8Y;T04HXV;T04MBA;T04TWI;T04UTZ;T04V7K;T05PKX;T05RAA;T05WWN;T06ADX;T06IYF;T06MQM;T06PVX;T06RMZ;T07TMB;T07VV7;T08DOL;T08Q7W;T09AAD;T09DI4;T09H2Z;T09KPZ;T09KQF;T10HL8;T10ICM;T10S5F;T11BI7;T12PIB;T12T4H;T13KGH;T14ENF;T14JZK;T14LSK;T16A2X;T16MRU;T16OQ5;T16UZ4;T17CNB;T17CZC;T17UP9;T18DUA;T18LX5;T19CUN;T20JZ2;T20TPU;T21DZX;T21S10;T22H7B;T22I6G;T22IMH;T22NX4;T22OPB;T22XGJ;T23KDW;T23LHE;T23P74;T23VMI;T23WMS;T24LXT;T24U57;T24YWQ;T25H22;T25M2J;T25NSJ;T25S1M;T26EZU;T26KIE;T27LTU;T28EY5;T29B10;T29JA7;T29MD1;T30L86;T30VNV;T31G6V;T31JWV;T31MUM;T31RKU;T31SX8;T31U13;T32PI2;T32R5L;T32UNL;T33OPP;T34DZ7;T34HYH;T34Y7V;T35LKG;T35QZO;T36SOV;T37ADS;T37VLU;T38BR0;T38EQ6;T38K2W;T38O11;T38T1U;T38WWN;T39FBA;T39M6J;T40DIM;T40JZG;T40XWM;T41BXR;T41DXP;T41INV;T41TXS;T42D4V;T42EAZ;T42PUG;T42XY2;T43G0N;T43GWF;T43LYL;T43N2D;T44LWL;T45G32;T46AQJ;T46K2X;T47H3O;T47HTN;T47WT6;T48DAP;T48J2C;T48XM4;T49ORJ;T49PL1;T49TDM;T50GQE;T50SJ8;T50SX0;T50V79;T50VJF;T50WOV;T51EKP;T51IKV;T51K6D;T51U9M;T52CKD;T52RGZ;T52T5O;T53AOE;T54CIF;T54G8J;T54N7G;T54RF5;T54SZZ;T54VQA;T55EFK;T55IBP;T56OUM;T57GP2;T57HGP;T57L0X;T58J2Y;T58XLK;T59IKQ;T60B3R;T60GGR;T60KJ1;T60XS5;T61DYZ;T61QXV;T62QDU;T62UOD;T62USB;T62Y4H;T63BQU;T63DP6;T63GUB;T63YAO;T64BPL;T64BTV;T64UH1;T64W2K;T64X48;T65JYL;T65S3S;T66BXF;T66WWM;T67CB6;T67HAF;T67JME;T67JR8;T67MQU;T67X1L;T67ZT3;T68AKE;T68DAN;T68HNO;T68OIU;T68SE0;T69NG6;T69XVX;T70HTD;T70KPE;T70LAB;T70U24;T71BDH;T71GRQ;T71K92;T73LPO;T74D4Y;T74ETU;T74I49;T74J8E;T74JJN;T74QXI;T75B9S;T75H3W;T75HMM;T76CGR;T76QBQ;T77M4W;T77PFO;T77UWH;T78EXU;T78ILO;T78IOY;T78O6C;T78VUO;T78ZF2;T79KQO;T79UQC;T79WXA;T80GUN;T80OJF;T80TUC;T80WPU;T81I4T;T81MSV;T82ALJ;T82G5G;T82JWE;T82S6C;T83QHM;T83SXS;T83YZD;T84CEG;T84FSA;T84P70;T84TJB;T84W8G;T85AXP;T85JI5;T85U8U;T86MX7;T86O9J;T86ROZ;T86UXL;T87AXU;T87DEX;T87WMV;T87WYU;T88AJI;T88B8X;T88BCB;T88LSZ;T88TDZ;T89L4V;T90ORW;T90QV5;T90XYZ;T91AIW;T91EAB;T91KTQ;T91MKC;T91OUC;T91T8I;T92AMR;T92BZ2;T92HNO;T92UBJ;T93NTV;T93SFQ;T93VFT;T93WZG;T94H37;T94S85;T94VM4;T94YOD;T95IYZ;T95K8Q;T96G89;T96N1K;T96OOK;T97ESI;T97FEF;T98FWP;T99XQ3,1;2;4;8;22;42;230;231,"1.0,1.0,0.0,0.0,1.0"
